"id","name","genres","popularity","followers","degree"
"7vfvYuEyJbh1Tf3QlOTAmZ",Ravenscoon,downtempo bass,33,22150,4
"4XH5qVwKcWRS0Z6tr85exf",ALRT,"bass house,speed house",33,21989,4
"3kMQ0Gx56mVysMT3fqyneR",Sub Zero,"jump up,uk dnb",33,21104,4
"0ZlH3VG6iAeC1KVzNz6rqW",Hugh Hardie,liquid funk,33,20550,4
"1x2aM48UiN5WoQL6ISEPvz",Kaidi Tatham,"broken beat,indie jazz,uk contemporary jazz",33,19647,4
"2fNzq2CUYlSewJPMKERyX2",Lee Scott,uk alternative hip hop,33,19608,4
"6os1temnovzJIEGRUmn3fG",BNYX®,"",33,19052,4
"0IbD9X6mgxyaIKT3aqzioT",Harrison,"future funk,toronto indie",33,18585,4
"04b2pmUXaBL8wHacSaOplA",Darren Porter,"progressive trance,progressive uplifting trance,trance,uplifting trance",33,18392,4
"1trffosn0Alk3IlloOD5O8",raspy,"pittsburgh rap,sad rap",33,18164,4
"44EaeGoLuzauHa9tp2OjON",Young Dopey,chicano rap,33,18093,4
"5E4rOL0HwjD2TGLhrK6tZp",Geo Da Silva,italo dance,33,18024,4
"40dlsb5MBbRdrB2hf8XnvU",Farrago,belgian techno,33,17786,4
"4ipkannhwnGj4uU4q5UUS5",C-Blak,south african deep house,33,17605,4
"3YRGcoHMIvWleQfa0qa1D1",Ourealgoat,"k-rap,korean underground rap",33,17127,4
"4QvI3PrYRXq9A2UbeQAKH6",Elias Abbas,"swedish hip hop,swedish trap pop",33,16949,4
"21K88i5VrYfqD4qzT5H1Xi",Tom Beck,german country,33,16507,4
"0MDfMKBf1cV65pnQ1ZRm9O",Iggy,"",33,15817,4
"0gfGtWOKV78OjwmQ0iGcE3",Bengio,"",33,15678,4
"6cHlz9dCAlPQakpsEnuIMv",Michael Canitrot,progressive electro house,33,15415,4
"5MbC0GPijb60evRCEQLJAz",Mariel Mariel,"chilean indie,deep latin alternative",33,15233,4
"6I3DfJduHgMduD2MSrtaBw",Braaten & Chrit Leaf,covertronica,33,14966,4
"56YvXhxjnImPI8N5dvtjm7",EK,k-rap,33,13928,4
"59motq6sL51Qqx9KE29oJg",Glockboyz Teejaee,detroit hip hop,33,13665,4
"3O5TMxEbadMK1xbBuK5kd4",Jey G,trap latino,33,13585,4
"3YbWcfZCP1MPYvMzLxkvSI",Diskover,brazilian edm,33,13395,4
"2WwpNLakVP22i042X7RCk3",Darkan,"",33,12930,4
"0i8byW08EV6y7Dv9gDPUCF",TRU Concept,"deep groove house,uk dance",33,12543,4
"4iYJ88IcQS4GFqLqWGE5yx",Tim Lyre,"alte,nigerian pop",33,12359,4
"69hGavzu5tphYU1EIY0yEg",Jafaris,irish hip hop,33,12308,4
"0P1CKlruhcbhbq7yA5oh83",Kush,uk drill,33,12239,4
"0b94jN9hNa6rBGfzOcZAMr",Doom Flamingo,jamtronica,33,12141,4
"5V9JsrZb5RjuvbzvJsA5gp",Sarita Lorena,"dutch pop,dutch rap pop",33,10294,4
"27Sc6g0Utbc8hvWrzTFVc8",Charli Brix,"liquid funk,uk dnb",33,9984,4
"2i4dJzzPuB6lTP1ZQv9Tfb",C.L. Smooth,east coast hip hop,33,9833,4
"3PTNHymcsvmbSrlF7tTK74",Averro,"",33,9784,4
"7s83dhuGTbXkYUEDXCisbK",Synergy,neurofunk,33,9494,4
"33BNVBRNQM0M3X90E3VciT",DJ PRESS PLAY,"",33,9127,4
"1IoxcWz8vPDGOJBQNCGEvF",Futuristic Swaver,"k-rap,korean hyperpop,korean trap",33,8762,4
"6MHjWRkmBS7mzh7Ol2Aw0b",Stan Kenton & His Orchestra,"big band,jazz orchestra,man's orchestra,swing",33,8719,4
"64EuuwyWuF2bYlwwrLyN1n",Amplify,jump up,33,8478,4
"3tgRH8lQ25Totz9QkeyC3n",Potential Badboy,"jump up,jungle,ragga jungle",33,8344,4
"2xdAxBwqgTeQmJs5CZwC4Z",Christian Pagán,puerto rican pop,33,8098,4
"4TIry72leguyMNcNYc6bqR",Toby Franco,"",33,7858,4
"4wL3ZswVcMUC6iNcvWklfO",Bundog,toronto rap,33,7785,4
"7s7gMrGsT2EMm3kfHs4Av1",Miscris,"lithuanian edm,lithuanian electronic",33,7761,4
"34KMxwDAHIvM7Kwt1PcClb",Bodysync,"",33,7521,4
"4OqgHlGnIFHukth5CY1Ejj",Young Zee,new jersey rap,33,7258,4
"3Q9P0SbpaP9xsBtLUVK0Be",Planet Perfecto,"dream trance,hard house,trance",33,7017,4
"00dT0myy0kbq152QWIzRPI",Igwe Aka,"",33,7011,4
"2zhOVmp1pHxMUZuA68Xdvb",SPENCE,"",33,6956,4
"6iyadmF41vqU7NnBaVabfL",HARLOE,la pop,33,6689,4
"2Eqe2DJxj6a12ieo0kA2kJ",EBK Juvie Ju,"",33,6666,4
"18iCcFcI1cBJEq8wKk5zZm",Josh Kumra,"",33,6628,4
"21PxLOZet5J6uX4uMfXUTA",Owell Mood,"",33,6601,4
"4snOTeLIxOa9anlWC3k5cC",Iman.,"",33,6523,4
"3W3dTmUEXbo2D9CQzNTSaI",Altare,"drift phonk,hardwave",33,6429,4
"1zadl0UA8O0AYeSoMauChk",Tino JJ,flamenco urbano,33,6303,4
"0PEuLoQbEWYdlKV3YLByF7",Fells,"",33,6286,4
"17WbRGqXOt3Garv9CERTGk",Glory,urbano latino,33,6130,4
"3mhDn4XA9GYZ8qR5spf0kG",Jasmin Wagner,"",33,6130,4
"3IKbh0wq6dhJduifP0yPi3",Landon Sears,"",33,6082,4
"0EvzNtwgD8c2BeaS6dMC6g",Mc Rjota,"",33,5475,4
"6SGJkyMFu3E4RnOpPsMF0R",Qwellers,"",33,5452,4
"3DtemVNgP2pwgHLLUbkbST",La Gavilla,"",33,5412,4
"0GVEViT63fsMLllbFa0Mop",Jean Marie,"",33,5026,4
"64xQmd6s2PbIZkjqOXx0hp",TBO,"",33,5008,4
"2nRKgPUikjmFOJ1UBmh8Fy",Dj Tchouzen,funk mtg,33,4802,4
"1tDPDvqdllfPLjLhFFkocX",Mummy-D,"",33,4674,4
"5OLi7K8O3aYSV3GQRXdYmb",Philharmonic,"",33,4670,4
"3eSQPLy8hktGQTGSVB51lD",Millie Go Lightly,uk contemporary r&b,33,4560,4
"75kFbUAkohoxDCLjF7IOFn",Mouse Powell,"",33,4530,4
"6CO3icJe86W5FK3U73zyyR",HOT-Q,brazilian edm,33,4428,4
"3fTYN3plW2oMZXGZf7JQWX",Murotani,"",33,3947,4
"5RDWHVx6xhlk2PznNkXbsj",Ganyos,bossbeat,33,3931,4
"47eA8knxvpD9CZsqHn4Mxz",Brooke Williams,"",33,3718,4
"0U5VaBswRTkquQ6rXxzjVH",Arkins,"",33,3638,4
"5epY4AGRq3ty95XFK3kbC8",Beach Boii,basshall,33,3618,4
"7M40CDRTsgIxZvAgt4lZH8",Brown Money Mindz,"",33,3541,4
"1aZrHGcyFNnEEE79aRU4jT",Outflux,"",33,3402,4
"4caeTRR0nznfYQE9ItSM4O",RoZe,"",33,3385,4
"6qEfyIMkz6rkRRhmuBTFWI",meesh,"",33,3260,4
"6yNer6qvaSzSUpOezir835",Veronica,"",33,3223,4
"69FMBSIEqfCYBg5xqWdDQV",Optimist Music ZA,"",33,3076,4
"7bToOjUrX6hknJQDN9NSsJ",Afronaut Zu,"",33,3034,4
"5UH0futyctGehzyRRBWukQ",Petti Hendrix,"",33,2882,4
"08qMY0OdGmQNEuSLmyzeyo",ANORA,"",33,2815,4
"1mUQNkBHUAOOesB3vc9p97",Eyezic,"",33,2814,4
"05BlA7vN6o1m2dsGOgaODY",Danny Brasco,"bases de freestyle,rap underground mexicano",33,2612,4
"6H4XYByPbHw4cmWEiyoHPE",FFLORA,"",33,2549,4
"4pp6PKB7hDh3LqQVuSrHTD",David Hidalgo,"",33,2510,4
"7tjHLxbxaFkrm9muohGTox",Original Radio Cast,show tunes,33,2441,4
"30OlnKlh10yCfIuAWBmBkW",Mellissa,"",33,2278,4
"5ht4EDZMGo7d1K4czZTUYa",Gold Up,"",33,2272,4
"1sY8XHjk6WoA2B5YIGV1S2",Skyler Stonestreet,"",33,2102,4
"0k9vcRDtl7YbZ0ZYcprdhi",Orange INC,"",33,1977,4
"3wNJwsU6r4xpkMMgrHBlqY",HORT3N,"",33,1967,4
"2MfKVXjjRUAUEeh4b4y8Sc",Lord Afrixana,"",33,1915,4
"4qIoIeQMYVvtWqJYMF354H",Daves,"",33,1901,4
"1utuqjQ62Vu5Kokk1cY7Jg",Max YB,new jersey underground rap,33,1880,4
"4CfTFp39LgcvLWn9YQBIbZ",Andrea Martin,"",33,1802,4
"5c43052KF7E2jFqsrm48VY",Talksick,tropical house,33,1656,4
"2tw9Zp5hwCTeOAx3gOKAdg",Mina Knock,"",33,1560,4
"3lrtFg6QFykBegbAVbEvtC",Yandell,"",33,1555,4
"7x9N8hOjQ8W2sRNNswCthw",Dumomi the Jig,"",33,1551,4
"5RdyvInwDSKU9usDV72wwl",Lira Johnny Mc,"",33,1460,4
"5oJ5fRZBMNnC1CqKM8IsGM",The 27s,"",33,1442,4
"6RjLqpWiji9AdDMVNm6QrX",Deepierro,covertronica,33,1339,4
"5FoIen3mGXGHRUeKIE7ymi",Noé,"",33,1328,4
"2jbmRtqNLORtXQWb8s9RFG",LUISAH,"",33,1320,4
"2EPYzyk8q2xb7APLZ8c1YA",Paula Campbell,"",33,1307,4
"6tUmRWffYXhZ7bA7tmKdK7",Chacha,"",33,1297,4
"6cwvpL73enyWdKTt01LJxJ",Dorina,"samba,samba moderno",33,1265,4
"0CTUM73g5EM0oTdkW35GLM",Kelly Matejcic,covertronica,33,1195,4
"7zznl279cpu0bbWfEjBq5c",Jhn McFly,"",33,1160,4
"7vbAs9frQTkhTyOWWIwsSL",Medyk,"",33,1154,4
"2fSGqh4BJpl0T1LHtd9TQ8",Dani Poppitt,"",33,1142,4
"3Yo0r3OCG4QOTtRl8gThfd",Percii,r&b en espanol,33,1105,4
"3XSkS0dvC7HqbspstKciWc",Coco Star,"",33,1087,4
"1xSwL7IE0vWK9pSHd1Cc31",Lion's Flow,"",33,1046,4
"0OF6cV70bUjcaeHJXrsd5G",Leona,"",33,1046,4
"58jQ9ySMbgsPyB4VkDjGrQ",Camilia,"",33,1046,4
"4C26PDH7q4oJazjcHlSekc",KiFi,"",33,1033,4
"7hs0Uy7hjjMIb4JwmTdisX",Harsimran,punjabi pop,32,369356,4
"30WlMKuvwN6RrMeLARZeqk",Yanga Chief,"south african hip hop,xhosa hip hop",32,225421,4
"61dT5hbLLfOUSg7Rzfxxug",La Melodia Perfecta,pop reggaeton,32,179848,4
"01n03WadoqgmHHDQ24v3kV",Ntokzin,amapiano,32,169151,4
"55s643XPig11NyYM8do64C",Dolores O'Riordan,limerick indie,32,164119,4
"1PINqStNpc48PWNAMDQpVj",Q-Mark,amapiano,32,127297,4
"1x2H831AJaUPonZOQatMXa",D-Enyel,reggaeton flow,32,109790,4
"5I5uSqffwEQVxqTbsmqxNQ",Berita,"afro soul,south african pop",32,108440,4
"61fZH5SxVJDnFnocMMPwCF",Play69,german hip hop,32,103157,4
"7q50Y9VvDql0iRcB84P5Ly",Scrop,"trap venezolano,venezuelan hip hop",32,100599,4
"6DmouQfvRZ2y9auxK3DjuI",DMW,"afrobeats,afropop,nigerian pop",32,95314,4
"6vdIozDDsH4uJEAHN8tyS3",Paco Osuna,"minimal techno,spanish techno,techno",32,91539,4
"1rbWoWCmXxeyTq98W9wh4R",HHP,"afro soul,kasi rap,kwaito,south african hip hop,south african pop",32,84681,4
"0bklXcSWnh72t6Uo1RPeGA",ThackzinDJ,amapiano,32,79032,4
"1U0EFT6jsUpEXAaWesmxAz",Showbiz & A.G.,"bronx hip hop,hardcore hip hop",32,73737,4
"6y5EP3L2WblCQsc8iuGeP9",Konke,amapiano,32,70701,4
"1aAwAVypEAUVCgMy67bprS",Thebe,"afro soul,kwaito",32,70519,4
"50kceDjknh0CjwOko7kx7V",Jewelz & Sparks,"big room,dutch house,electro house,progressive electro house,sky room",32,70169,4
"53J2Yngf95YsknNpyUqbnL",Charly Rodriguez,electro latino,32,68471,4
"0mXFUCl68VMz2BhKzq1zCO",El Prodigio,"jazz dominicano,merengue,merengue tipico",32,65306,4
"0IBbki2AxG9X2cjaqrSGP3",Lebza TheVillain,underground amapiano,32,61654,4
"1O9rhv6tMHchfb6Qx2yd6O",Break Science,"glitch hop,livetronica",32,54608,4
"7J8TsAqwQVAIOlloWCuW60",MusiholiQ,"",32,52477,4
"6vHXmFLRCxvJPquxCpCl7c",Richie Stephens,"dancehall,lovers rock,old school dancehall,reggae fusion,roots reggae",32,50909,4
"3qfqqDpGv4XNfa3G0EfP9s",Savannah Ré,"alternative r&b,canadian contemporary r&b",32,46768,4
"1K4Acb9dvEU10jF5pGfJ3v",DONGURIZU,japanese alternative pop,32,46205,4
"4DpCnv5QP36BTwVFX8qfN6",Denyque,"dancehall,dancehall queen,riddim",32,46025,4
"0ZDCCJSvjcdJZH9hOl1uYc",Truth,"classic dubstep,glitch hop,minimal dubstep,nz dnb,nz electronic",32,45649,4
"26tM7QuWssfjMPfOUPaHxY","24 Horas",bachata,32,44009,4
"5CyMmYYHMIfK9YYcKLXzO1",Gordon Goodwin's Big Phat Band,"big band,jazz orchestra,modern big band",32,42238,4
"3CeHl9feqxRIV99dtatz6W",Srta. Dayana,cubaton,32,40745,4
"7cTaYwNT1P49mASgKULKab",MOONZz,indie electropop,32,40152,4
"0LsO2x5E0KNdMxkWh0EmE0",Kele,new rave,32,38628,4
"7vYe47XsRmlUuaA9ZSC9fi",Klô Pelgag,"auteur-compositeur-interprete quebecois,indie quebecois",32,37399,4
"6RY4M12pquQEV6wgI6yAeR",Kolaboy,"igbo pop,igbo rap,igbo trap",32,37325,4
"3bIZpSYfHzYPsXb37hlHhM",Kenny Haiti,"kompa,kompa gouyad",32,37046,4
"70KRtY1QWEurUeM3wuzpG1",Jehst,"conscious hip hop,uk alternative hip hop,uk hip hop",32,33245,4
"15KDb2KpZRvX1updtyinK1",ELO,"k-rap,korean r&b",32,33109,4
"6iuM8yp1x2N0l6SONhyq4b",Ramblin' Jack Elliott,"american folk revival,folk,traditional folk",32,32723,4
"3vioxUBsBBi7pmXx4KG5Vg",SXTEEN,dutch rap pop,32,32486,4
"73tITL3u5T35u309PLpN6K",Hotel Garuda,vapor twitch,32,30128,4
"1nah1bp3mzMd4FhMUxhU4d",KUROMI,"",32,29484,4
"1I7J7ZNNQne6VhffsSECR4",Feel Koplo,bandung indie,32,28129,4
"1kV0CNLLylygX6XfJjt75N",Deeper Phil,underground amapiano,32,27055,4
"3XlPXxJwM5utJ5D0PiBugV",whiterosemoxie,indie hip hop,32,26150,4
"5JHw3zW4kgwIZlh33geR1K",Sagan,"future house,ukrainian edm",32,25317,4
"5L6tkH3jDmFBX9dYdFFQXy",NVDES,indie poptimism,32,24983,4
"3Q259wuL2vRuisWyvYcebg",Jessica LM,amapiano,32,24674,4
"2vJo3bWY09MoK1QrRZD1wf",Stress,"swedish gangsta rap,swedish hip hop,swedish trap pop",32,23811,4
"6QNL63YF6rLawrWWhrrhYI",Jesse James Solomon,uk alternative hip hop,32,23622,4
"6i4nbGTS2gSP0e6emkTqdX",Cristal,rap gaucho,32,23205,4
"0ADS8B9CUYtbFLvjT99Ktw",Alex Gopher,"electrofox,filter house",32,23202,4
"3d4KAl1xvEw3akBK6CVCCA",Sweet Honey In The Rock,"gospel,women's music",32,23142,4
"3epW3XPRivDLEECq50MXCi",Lit Lords,bass trap,32,22588,4
"3PCJrL2hXcXraI9EXA2mYM",Olivia Escuyos,"chill r&b,indie r&b",32,22533,4
"4ueZwsEtcqcO0IZywqgk66",G2,k-rap,32,22067,4
"32wJE7JooXm59HxYhy7caU",Khundi Panda,k-rap,32,20946,4
"50ZeZoB1p1mg7V2iGTI6od",Big Jade,trap queen,32,20780,4
"7C7k2UEHadhnuwaiN4TSdU",Black Josh,"manchester hip hop,uk alternative hip hop,uk hip hop",32,20739,4
"0AglxiiP1X55pczgFkgdC4",Yulien Oviedo,"cubaton,reparto",32,20451,4
"3PCC1w6AJvKLFpZbDJrsGe",Jimmy LaFave,"austin singer-songwriter,folk",32,20092,4
"3dtkct6MUrKfxCUWLgnGAD",Vin Diesel,"",32,19699,4
"6tJRz44hifa2rNseM7RoTt",Tonedeff,underground rap,32,18524,4
"2ONoOunWxnWn1DikA6rjBM",Cuebrick,sky room,32,18403,4
"47v4vGA1qCl7hyevSkpRM7",Futuristic Polar Bears,"big room,progressive electro house,sky room",32,17664,4
"6YYg4TQoF8cp50IuM2vU4C",Bushbaby,"bass house,bassline,old school bassline",32,17403,4
"1j95lMtVC9QwnVbifoVy60",Upgrade (UK),uk dnb,32,17029,4
"3NRpcByltnHx7oZxWbg8Lt",BenjiFlow,uk alternative hip hop,32,16921,4
"1yxgjoiYczfFDnh4YYp4t1",G-Space,experimental bass,32,16720,4
"1byzCRSdDJzbi0RnRB4xgP",Nu Elementz,"bass house,belgian dnb,jump up",32,16584,4
"21S3j7WjnZmXyhXrNif84x",Kali Claire,"indie r&b,uk pop",32,16445,4
"7dwjCFo7cfTvB1ZtBxyaJa",Pepita,"",32,16391,4
"49du30vgnQZT13tyjnrspT",BAKEY,"2-step,ukg revival",32,16322,4
"4CTjrUu7zgqHjGDjFKYTAm",LARI LUKE,"",32,15576,4
"3zLyy1Z82ukEfGVOsOB2Io",I4NI,"country rap,redneck",32,14916,4
"16lC2NTx9Dj12PsgOzraQa",Flow Jones Jr.,"",32,14856,4
"5RLODyL9SNX8KYZ0yiiXvL",Jake Silva,"",32,14539,4
"270fGluVXrZVyTNECXbrsy",Lucille Croft,dark clubbing,32,14487,4
"7mJ39b6DNnEJ263UqTvKmc",Chevelle Franklyn,gospel reggae,32,14303,4
"4t2k4LH9tsNUc4j4aYF5HP",Rah-C,"",32,14191,4
"5r1yBS6lhh7Mo4Egr3k0JT",Fingazz,popping,32,13931,4
"3KLA7mvD10XxcjRbo3uTdB",Christopher Drake,"scorecore,soundtrack,video game music",32,13744,4
"6qPjo0iKI9TQoc4vlCzYk1",Randy Valentine,modern reggae,32,13530,4
"69vrWFbPlmkfQjMKojkeqG",Ana Isabelle,puerto rican pop,32,13475,4
"5ulz2uXuQWTCPd2KiwNOr6",Zeuz,"",32,13249,4
"57JVa2arbT41WF9qmi7C5E",Baby Gas,"bay area hip hop,cali rap",32,13237,4
"0ywwwX8jcXj6HW4l0xOzMC",G Nako,tanzanian hip hop,32,13077,4
"0UgxFqJmwkpojz4mHBsRpD",KALIKA,french pop,32,12938,4
"3F0k8llOe3j1qhSEA6yeoe","30","",32,12933,4
"4aT1nL2qkk47Kb6yvXV1Aw",Amatycooler,"",32,12865,4
"5GADpBUVFmE7gRJAswAHiX",Thee Legacy,"afro soul,south african choral",32,12720,4
"0oQ4s2gqzSvD7G1t97kO2y",Qlank,"bass house,bassline",32,12673,4
"2kG6s9SEUmpwSLp3lnpwk6",Casianito,"",32,12512,4
"63h1vcgwz5lbgfiIyF6mcs",Oscar #Worldpeace,uk alternative hip hop,32,12498,4
"3dLvESWiG5LWozJmdvk6D0",Shantel May,"",32,11505,4
"17pN02mO1kZSkaic9K3ipT",Nessa Preppy,soca,32,11424,4
"3RTLdhg8OTJebOdXZ1oQsz",Santos Colón,"latin jazz,salsa international",32,11035,4
"6aapEQN8zrKOf2NOKf0MPI",Tyrone,charva,32,10967,4
"0cUPXn0AOgVrI413vJgBAJ",Corrupt (UK),"bass house,bassline",32,10883,4
"6oub1Q2hC7ZILcOWWn3Eo9",Gaviria,"reggaeton flow,trap colombiano",32,10540,4
"1qIVbNaFEyJ73CX72RM9Ts",Chasu,bedroom r&b,32,10302,4
"4rQiYfSqmicW55TlG6vjK7",Yubik,melodic techno,32,9968,4
"0nFyvpRgCIvNG2JVyAGdbY",Cirujano Resendez,mexican hip hop,32,9487,4
"7j1HaqNmYLFlq2s62KJlX3",TTS TANA,bronx drill,32,9311,4
"4GqXWudNdgIhuDnYHFnQez",Jhnovr,"k-rap,korean trap",32,9302,4
"1XS6lKOHQLnfn6HKRwU5VG",Captain Bass,belgian dnb,32,9184,4
"2GxzgycJFZivGAteZpqUe5",Keylon,mambo chileno,32,8988,4
"6YHM1vRoDQZuS7GLVx7qVO",Asher D,old school uk hip hop,32,8740,4
"3Vg8iAEbLFGTO3ZqPtlIsN",Zdot,"grime,instrumental grime",32,8435,4
"2zLJk6hSb9TMtU8XZ6Ne7t",Iulia Vantur,"",32,8355,4
"44FlfyVfCVQHykZe3fwcBo",Costel,"",32,8179,4
"0lfg4jmiStCcCn1lPgkvCY",Marko Silva,reggaeton flow,32,7963,4
"5XPW5vMGMW4tA1Z3qosShb",Riya,"liquid funk,uk dnb",32,7818,4
"1NjpWti9GnUtjjC2XV7UJK",Tony Trischka,"banjo,bluegrass,instrumental bluegrass",32,7816,4
"2y3cNK7s1jzciV78v3Xei3",SieteGang Yabbie,"san diego rap,westcoast flow",32,7724,4
"6h526FaFVlJhX9hdK3iyl3",OVER KILL,"j-rap,japanese trap",32,7639,4
"5sWFdgVLTZt5jVHJfiPnJ3",Red Rosamond,"",32,7355,4
"7GAYMj354pCJ0yazsS0ryj",Noel Holler,"",32,7320,4
"4u2tnfiRrpWOEdC14Vg6d8",Bobbi Storm,"",32,7145,4
"5XVlvlIGLB8sHvzYXrm9Xo",SPIKY,"",32,6977,4
"2v3z0sSTauju6TA1GMqiQj",KinKai,"manchester hip hop,uk alternative hip hop",32,6866,4
"2Hgj50QKDLwDTRjb42hRIT",DETO BLACK,"",32,6846,4
"7qie8FfXQTHp0azRKySWd8",KOLE,la pop,32,6611,4
"2xYE0LYxFRGK9CQxLlkE7H",Nontokozo Mkhize,"",32,6483,4
"1ZBJ5DMUE7UDWuxp3b5Cy3",Cabra,puerto rican indie,32,5869,4
"04nitrWzNI2hXUvvrf405C",Bollmann,"",32,5588,4
"6GkcKgyIKaZxmZGcKdJDxL",Formula,"",32,5583,4
"2DywQB5g7Vvlnu4qvNmdiu",Shishigang Records,"",32,5536,4
"5VHXV84wckS4wkzzPvSfqa",HitMan,uk drill,32,5460,4
"5vGy6auivb3qywR2zZQvU8",Highup,covertronica,32,5424,4
"0QPC36N4aQVrUp0NzaSXHI",Mamii,indie r&b,32,5185,4
"7MnzlETJZuQb3EcK8mugEQ",Earlly Mac,"",32,5173,4
"16U5nhRND5RH4wYyvhIPBe",Luanzinho do Recife,funk viral,32,4893,4
"1DjoNMVe0jYejgYoGegVzC",Deane Sequeira,desi hip hop,32,4889,4
"04IRs1NjfLU4BHyNDUDMsB",City Fidelia,ottawa rap,32,4881,4
"0ijOhiIUwe56EdrfG7dKuM",SUPTA,south african house,32,4720,4
"3f2xeagPNM6X9FktDTIudH",Duskee,"",32,4700,4
"07bq0KjNoXHDavbLV3NQus",Roshon Fegan,"",32,4592,4
"7tsmrNpbLkT4xL1nzRLpCu",Joker Beats,"",32,4519,4
"1qVHDR3icC0cD02ofnzEA1",Denis First,russian edm,32,4343,4
"2r7acJfhCrsNO9ZGbUmEsS",Tribal Dance,"",32,4099,4
"6YbvyuBTs8JbVj7iyurrJe",teamwork.,la pop,32,4039,4
"2tTZL2CE2Z190UPlHsjzym",Airscape,"bubble trance,trance",32,3918,4
"4K4vr85RRWEyiAajgpeMrR",Elniko Arias,"",32,3836,4
"2pFjYsNEe6hIBcRH4PT8m0",Queen Millz,"",32,3827,4
"6PAunVzpRKDn5xbMgkV1gh",C-Ro,deep minimal techno,32,3825,4
"3PP6GfVoBs5ZGlUQjIOAmP",Ray Knox,hands up,32,3713,4
"12WK0pR6DK71O5uqTHWzyE",Kaya Thomas-Dyke,"",32,3568,4
"255KmzQ3ecWS4KAPnF1PJ8",Graham Lake,"",32,3532,4
"57HO0YVr4PdApm1tM1hurt",Djy Fresh,"",32,3469,4
"5t9XxQeHFQ0dXRbbEK7MjB",ThatBehavior,dark r&b,32,3391,4
"5XdlnBpFPFPuvIAINOxOHv",Prince Charlez,"",32,3373,4
"7BwrJs4E8L2r4FiavhNFa1",Skye Wanda,south african pop,32,3306,4
"1GReDlj4QCzHLKfWxh3ySm",Cloudymane,phonk,32,3245,4
"0sjTBvvHmLPJ3vcmAjitTJ",Damage Musiq,"",32,3186,4
"5484ZSqcFkqS8FCMkzDO9j",Mc Fefe ZN,"",32,3141,4
"6JFJcq2UPPeTrrh56znIfK",J-Marin,"",32,2943,4
"5BCqO5LyLTOvo7etwfgQ7b",Matthew Steeper,"",32,2851,4
"0RGOfLzWx0CMIwpVPOZwgH",GenX,brazilian bass,32,2816,4
"6rGhQugzXpnsrhvVdlSpdT",Outwork,"",32,2761,4
"08KQfADhvzZNtQnplCAIyS",Mc Diouro,"",32,2757,4
"5LWQLBPNcQrzUtg5imjz67",Dyson,"",32,2701,4
"2os0iexM51EDevBsMrrBz9",Ocean Biller,quantum sound,32,2517,4
"78CU7fjwAyxSX6DJFT2khV",El Bloonel,"dembow dominicano,drill dominicano",32,2516,4
"4bBcD1Iabv9tLFcZ6FGdys",DRIIA,"",32,2375,4
"0ScfiVR0ZTtu9428PJS3LP",Ghetto Flow,"",32,2319,4
"6or3L6AbGx83tADuwcS3PF",Mpho Spizzy,"",32,2001,4
"1CSQYGqNKsBcPQiCsKMc0v",Dj Biel Divulga,"",32,1948,4
"3bhyWD5owEvPViJnjYL34g",STRIKE,"",32,1941,4
"7BZAkhYaYQxuuGqcqcN8L1",El Carli,cubaton,32,1930,4
"2YUtlNyQTom6uTK0wV0HMQ",Yahir Tarin,"",32,1634,4
"2SZEuuHNzveriZr2YtUFj5",Padi,"",32,1634,4
"2JQQDzeOEkRz7ld1pekbw0",Oplus,"",32,1571,4
"2i6DCdjOpqQGf5ICVpn8dj",Charlie Miller,"",32,1554,4
"5ZZuomULtPht0QLx2k0PEt",Royal Choral Society,british choir,32,1492,4
"59JtSjLRASadXsL9hNlLXB",Yaz Tarelo,"",32,1472,4
"1qc7Whymce7gEOJ92t4ocX",Sean Doron,israeli techno,32,1435,4
"7uxBHnPzDiHs0bb5usWjtL",Maell,perreo,32,1417,4
"7Fb4bPwUT0mrtDXt2qmJEp",Olaf Blackwood,"",32,1391,4
"3SMF5D7b8NM3YFSsgu9WQ9",Carla Werner,"",32,1330,4
"4JLjGlT5l6gtKKvP8qRb2g",Jost,"",32,1300,4
"1ErelRaPeFwx0n96WeJJDi",Franco,"",32,1270,4
"7nTnkuOevyqxZXyWkzNDz6",Asher Kosher,"",32,1223,4
"67jo9baxf5no2c3MCgw1aq",DJ Martins 011,"",32,1213,4
"4FDKMnyCDqoLQqmZOnNJH4",DJ Norman,happy hardcore,32,1197,4
"6gyKRQqExSKKBBuScJ0pwx",Kyle,"",32,1191,4
"2hoTdea8RAt8OxW7RIcR6d",Gktrk,tropical house,32,1122,4
"0rUC7g0r3Q9pfNeeVioxzC",John Nelson,orchestral performance,32,1067,4
"7LmxFNPm0LFO0W7QdP49ts",KYRIL,"",32,1034,4
"3JnGUDpLOhd0VXPUSv6j1R",B33Kay SA,"",32,1029,4
"1TTc432YhEO75fRcVKerPe",Zanda Zakuza,"afro soul,south african pop",31,235028,4
"4J1EvxzABwLaJP4NmOqV8r",Nadia Nakai,"south african hip hop,south african pop,south african trap",31,185331,4
"6rxiUsSvkn5yTs1kfuV8Le",St. Lunatics,"dirty south rap,st louis rap",31,177915,4
"7FlhY1KXkExO3TcdSsJUjQ",The Lowkeys,amapiano,31,138173,4
"79b9O9C4dZhszxkYiaysUV",Rethabile Khumalo,"afro soul,bolobedu house,south african pop",31,130036,4
"1NMPFAWwsqqy5m8kEQvDl6",Crucial Conflict,"chicago rap,gangster rap,memphis hip hop",31,126052,4
